param revenue :=
  [*,1] P1 5.04851136532215, P2 8.82968369035379, P3 8.56789919787368, P4 7.08687122238756, 
  [*,2241] P1 9.59326264651144, P2 5.58137695281007, P3 7.7507455250155, P4 5.82409717504122, 
  [*,2242] P1 7.9058896381798, P2 5.43603208201714, P3 9.62005957704339, P4 6.55037425507476, 
  [*,2243] P1 8.59829596495177, P2 8.21731607225503, P3 6.62814247745429, P4 5.89568375855567, 
  [*,2244] P1 6.265072512343, P2 11.2095523469119, P3 5.40706640716472, P4 6.21165758568825, 
  [*,2245] P1 7.27343378266119, P2 7.37287094518835, P3 7.96849188626976, P4 5.71356747244765, 
  [*,2246] P1 7.87899069043033, P2 5.78153933715357, P3 8.08166671942192, P4 7.10684747229627, 
  [*,2247] P1 6.03364245526143, P2 6.52029395762185, P3 7.02114241636657, P4 7.2283109981319, 
  [*,2248] P1 6.56386811983987, P2 7.72932419969217, P3 7.4988087957139, P4 6.87497351810915, 
  [*,2249] P1 9.64943993168614, P2 5.8997613633258, P3 6.8034354135063, P4 5.97904994946451, 
  [*,2250] P1 11.815478844274, P2 9.57124807226299, P3 5.99065782881325, P4 5.22345696669007, 
  [*,2251] P1 8.27367050810332, P2 5.76395352711356, P3 9.61232142464521, P4 7.02616194819281, 
  [*,2252] P1 5.73065836907659, P2 8.06748121107247, P3 6.59347796172587, P4 6.76317697360506, 
  [*,2253] P1 11.0808635638906, P2 9.99485471460947, P3 5.10425090995605, P4 5.27889046880927, 
  [*,2254] P1 11.0584514013652, P2 11.0029716984887, P3 8.37699804721545, P4 5.59459114724417, 
  [*,2255] P1 7.92014702629462, P2 10.1232789753004, P3 6.40090354561419, P4 6.38135492741414, 
  [*,2256] P1 10.5552585250887, P2 8.21270607781925, P3 6.8871182159484, P4 5.45292641437175, 
  [*,2257] P1 6.64406383195238, P2 7.71809301161109, P3 6.00920851942666, P4 6.22228236344408, 
  [*,2258] P1 5.93153052150774, P2 7.65923608680461, P3 6.63099211805595, P4 6.49499287099843, 
  [*,2259] P1 7.59150570374756, P2 8.61498760703314, P3 8.21938493472426, P4 6.12331605769999, 
  [*,2260] P1 9.86565139437203, P2 6.4287246582544, P3 7.98030444904216, P4 5.75853558953478, 
  [*,2261] P1 7.31036331170111, P2 10.4827398242493, P3 5.51901186018497, P4 6.27102650569, 
  [*,2262] P1 11.1645748235664, P2 6.18686369248261, P3 5.67239835499526, P4 6.48368312938678, 
  [*,2263] P1 9.48078309224466, P2 8.19188165511975, P3 5.57527865597109, P4 5.10688823581545, 
  [*,2264] P1 8.77377437941617, P2 5.87750803026238, P3 8.15266748999386, P4 6.31836292637135, 
  [*,2265] P1 9.66510177805054, P2 8.87465260967254, P3 5.69440695815045, P4 5.85126859832795, 
  [*,2266] P1 9.36178747015117, P2 5.47492191143418, P3 7.49967461130527, P4 6.09741809361984, 
  [*,2267] P1 8.15348038862268, P2 6.44546601915234, P3 7.08545069923402, P4 6.27030532537728, 
  [*,2268] P1 9.60097885094309, P2 10.8075506776346, P3 5.33923328524143, P4 6.3962824010189, 
  [*,2269] P1 6.97922811566371, P2 7.25484896269913, P3 9.53435543130393, P4 6.58143089767054, 
  [*,2270] P1 8.42935280516951, P2 5.62490887599557, P3 10.2052453581225, P4 6.42345365799561, 
  [*,2271] P1 9.34683547270642, P2 7.71811023716835, P3 8.00929768694446, P4 6.01671008812665, 
  [*,2272] P1 10.2509804402818, P2 6.83748547346954, P3 7.04834168646704, P4 5.77147328599618, 
  [*,2273] P1 10.0051891554, P2 6.79574327872048, P3 8.77048649381006, P4 6.3280318631768, 
  [*,2274] P1 7.49434783269968, P2 8.18954792449189, P3 7.53813422963374, P4 7.20994920358686, 
  [*,2275] P1 8.48019143146702, P2 6.81125137909639, P3 7.11337192976925, P4 5.83058839047788, 
  [*,2276] P1 6.31343250651789, P2 9.29635918384696, P3 5.96727067576292, P4 6.5882256527465, 
  [*,2277] P1 10.2081963037945, P2 6.21952117390984, P3 8.37892902614467, P4 6.32765928780192, 
  [*,2278] P1 7.29345108875394, P2 7.76652162016232, P3 8.25603346465356, P4 5.20071118750693, 
  [*,2279] P1 6.43383771749875, P2 11.0384721672432, P3 5.48278551782682, P4 5.52170240078792, 
  [*,2280] P1 7.50971431638643, P2 6.78025744561087, P3 7.99199082778434, P4 6.6624422209134, 
  [*,2281] P1 7.11334483164799, P2 8.92366716695596, P3 5.79832295475597, P4 6.15357813922132, 
  [*,2282] P1 11.3723366494992, P2 7.34382368330756, P3 5.62162025031702, P4 5.53418916268152, 
  [*,2283] P1 6.83576988542074, P2 9.42434656244922, P3 7.17530475373375, P4 5.58080970254458, 
  [*,2284] P1 6.29877794391932, P2 7.85268045119906, P3 6.64393414858946, P4 6.55083056616031, 
  [*,2285] P1 6.16050193867405, P2 5.36420690541986, P3 6.17487458621129, P4 7.23538454951738, 
  [*,2286] P1 5.9132575172675, P2 11.5127721821635, P3 5.69088600419676, P4 6.65404055792282, 
  [*,2287] P1 11.1857351676062, P2 6.12500023772856, P3 7.09736700405111, P4 6.33214370163499, 
  [*,2288] P1 7.46491091001118, P2 5.65538649318355, P3 9.82250449879963, P4 6.46622020805516, 
  [*,2289] P1 8.36178608205723, P2 6.47548551274433, P3 6.68227697585106, P4 6.16680203751102, 
  [*,2290] P1 9.01409782233367, P2 5.34997262778137, P3 9.50837286277869, P4 6.42889015807874, 
  [*,2291] P1 5.08420539348431, P2 9.46630856608057, P3 6.57281681110101, P4 6.29379943822561, 
  [*,2292] P1 6.37994504013052, P2 8.74677244178504, P3 6.26951587046838, P4 6.22317027109347, 
  [*,2293] P1 8.22982041425457, P2 8.33408150597461, P3 5.55331245708379, P4 6.07439875241979, 
  [*,2294] P1 9.97989694667617, P2 5.85735077661923, P3 7.51701909932035, P4 6.37042465758596, 
  [*,2295] P1 5.82057022358858, P2 8.10433783920396, P3 6.91970853109959, P4 6.52666186861136, 
  [*,2296] P1 8.50988279193102, P2 10.9951513175059, P3 5.73239233458847, P4 6.32323899891891, 
  [*,2297] P1 10.1238429878857, P2 10.2112689448047, P3 5.57136515061061, P4 5.51966044523428, 
  [*,2298] P1 7.29108600599568, P2 6.69387278868122, P3 8.48088341051335, P4 5.71685357835648, 
  [*,2299] P1 10.2318431472137, P2 7.93469954197788, P3 6.77181299984983, P4 6.37611144277051, 
  [*,2300] P1 7.68628013042986, P2 10.7672103965711, P3 5.24170054150499, P4 5.20923294617284, 
  [*,2301] P1 9.33414246520731, P2 10.4929042511467, P3 7.36272614898306, P4 6.47681580403043, 
  [*,2302] P1 6.34330572479164, P2 7.47240654621283, P3 8.83754765565592, P4 6.1758076252526, 
  [*,2303] P1 7.74078076678189, P2 6.44307929456301, P3 7.54063871501545, P4 6.93040673993319, 
  [*,2304] P1 6.65940208685486, P2 7.96286188757448, P3 5.51448516218422, P4 5.98343749040278, 
  [*,2305] P1 5.04790377667405, P2 8.5164462680132, P3 5.76587748137903, P4 7.35864879949173, 
  [*,2306] P1 9.40653628250743, P2 7.39156024774568, P3 5.36249336456339, P4 5.51711243282322, 
  [*,2307] P1 11.3382637047457, P2 5.94398717921339, P3 6.86063233538612, P4 5.49258405314925, 
  [*,2308] P1 5.56298791835887, P2 7.93017184697726, P3 7.17413149647987, P4 6.5962534898454, 
  [*,2309] P1 6.63820953756809, P2 6.57676654515213, P3 9.0600168365193, P4 6.75673228304217, 
  [*,2310] P1 10.5872790819266, P2 8.97512249356637, P3 5.14238269035308, P4 5.22258232402932, 
  [*,2311] P1 5.87572015708403, P2 6.27547734863257, P3 6.57253768752745, P4 6.74213158743207, 
  [*,2312] P1 8.69895810004855, P2 10.48071624121, P3 6.31195681351335, P4 5.74997843607853, 
  [*,2313] P1 6.75667269022895, P2 10.4770329507327, P3 6.54727070672353, P4 5.48760776865649, 
  [*,2314] P1 10.6883771510541, P2 6.27136953751602, P3 5.7143256474775, P4 5.27573569986849, 
  [*,2315] P1 5.08946799790464, P2 10.3426142660049, P3 5.74212321995627, P4 5.72611448381482, 
  [*,2316] P1 5.77272386157881, P2 10.8004158046469, P3 6.76321564454025, P4 6.50948011846082, 
  [*,2317] P1 5.88553178733481, P2 8.56331670598846, P3 7.40204976257993, P4 7.02795328024164, 
  [*,2318] P1 6.28952681643463, P2 6.6482677348682, P3 7.25804284675663, P4 6.69351955597371, 
  [*,2319] P1 10.7723737816847, P2 8.81567582548974, P3 7.60539425275927, P4 6.09884233702356, 
  [*,2320] P1 9.80049252360553, P2 5.97332153127864, P3 7.62028657294378, P4 5.71902575459619, 
  [*,2321] P1 5.73197210685196, P2 8.29839704649805, P3 8.54161932131005, P4 6.72126221162653, 
  [*,2322] P1 7.99226634747426, P2 6.29671646386289, P3 7.0963982719157, P4 7.08742635669489, 
  [*,2323] P1 5.68766748547787, P2 11.5762964684201, P3 6.71834052463553, P4 6.71720162763585, 
  [*,2324] P1 6.15721684550039, P2 7.07342873157341, P3 8.84519542235719, P4 7.53274517432584, 
  [*,2325] P1 7.98425321744007, P2 9.06241112122347, P3 6.6792707945841, P4 6.43406438483719, 
  [*,2326] P1 7.86033825033241, P2 9.06549457134535, P3 6.65247671550422, P4 6.01508561601024, 
  [*,2327] P1 7.6975973209392, P2 7.92647158794528, P3 7.74336511458961, P4 6.73161057120865, 
  [*,2328] P1 9.93976711303936, P2 10.6455126858262, P3 6.57884997180123, P4 6.13227642751808, 
  [*,2329] P1 8.66471107286534, P2 9.84099673489464, P3 6.59260288433433, P4 6.11135272302788, 
  [*,2330] P1 5.28184672389895, P2 10.826291273115, P3 6.34910320414875, P4 5.73074853773133, 
  [*,2331] P1 7.19882421706529, P2 7.13849903027475, P3 7.01963164774695, P4 6.40419592506197, 
  [*,2332] P1 10.0283726239474, P2 7.30201615345507, P3 7.57053499446673, P4 5.53619358312839, 
  [*,2333] P1 10.1554514967902, P2 5.76562133074263, P3 8.39137657487262, P4 6.25283379830219, 
  [*,2334] P1 7.5117922788699, P2 7.06263594196986, P3 9.91567699682406, P4 6.90189224890733, 
  [*,2335] P1 8.83557832245593, P2 7.51357657418619, P3 6.94122560732124, P4 6.37717339232831, 
  [*,2336] P1 10.1990616651024, P2 6.54475711338815, P3 9.48381528233757, P4 6.33800280071818, 
  [*,2337] P1 5.40309070235651, P2 9.12958586958958, P3 6.72648329374069, P4 5.45335921304009, 
  [*,2338] P1 10.8874755651276, P2 6.42247241221508, P3 7.90505919354313, P4 6.12476178461545, 
  [*,2339] P1 10.6849873345926, P2 10.0275444353458, P3 8.78937122072193, P4 5.92553903266331, 
  [*,2340] P1 10.4606855258389, P2 6.09973572373979, P3 9.08052968781537, P4 6.28317556553232, 
  [*,2341] P1 11.7848336530579, P2 5.88807855767969, P3 6.22923959080101, P4 5.8270645563512, 
  [*,2342] P1 11.0810541625955, P2 9.92389192494313, P3 7.66617193838586, P4 5.6082666398004, 
  [*,2343] P1 8.7158616644705, P2 6.70100137775631, P3 10.1357150029288, P4 6.36662192223678, 
  [*,2344] P1 9.60002162357177, P2 6.13587867328657, P3 7.98909088706347, P4 5.75844936909982, 
  [*,2345] P1 8.65521363529617, P2 8.03695572888054, P3 7.1635763453307, P4 6.02909486789612, 
  [*,2346] P1 5.85859893827165, P2 6.42363575889369, P3 6.35590609126997, P4 6.8351015124203, 
  [*,2347] P1 5.17413976447901, P2 5.65327228112965, P3 6.50605292001831, P4 6.96245497574186, 
  [*,2348] P1 6.46240333544191, P2 7.40884486610763, P3 6.30950084887911, P4 5.76503305670787, 
  [*,2349] P1 9.3445132174947, P2 7.34869673527237, P3 5.01561667013702, P4 5.78824711421078, 
  [*,2350] P1 10.797744073188, P2 6.36850754828753, P3 6.79570060484108, P4 5.96635041525663, 
  [*,2351] P1 9.11274523756286, P2 8.15834520034315, P3 8.98462048488159, P4 6.30740925128348, 
  [*,2352] P1 10.5601366390936, P2 8.33019385940518, P3 7.13818865284342, P4 5.8378543798717, 
  [*,2353] P1 7.67510966068163, P2 9.00079968114943, P3 7.62898384553257, P4 6.52314198173186, 
  [*,2354] P1 10.770056356734, P2 5.98410496188128, P3 7.57680716161616, P4 6.69679818027762, 
  [*,2355] P1 8.12027954167081, P2 8.96034191947249, P3 6.5897217719269, P4 5.09748077752899, 
  [*,2356] P1 10.1200896835615, P2 11.8496110922501, P3 6.81957978188743, P4 5.02668151952688, 
  [*,2357] P1 9.74623815738064, P2 7.5756077295246, P3 8.38239333550315, P4 6.15141056604313, 
  [*,2358] P1 8.61347307050989, P2 10.9075871526785, P3 5.74744357183029, P4 5.92964192483282, 
  [*,2359] P1 8.60825182443945, P2 8.41299787880801, P3 8.38734530383029, P4 6.66665567833553, 
  [*,2360] P1 8.48271494106382, P2 10.3378385827157, P3 5.77016152788256, P4 5.68866581480164, 
  [*,2361] P1 8.71305579509208, P2 10.0782550579541, P3 5.27275454536201, P4 5.61086152568608, 
  [*,2362] P1 7.02662267868983, P2 6.2280618708694, P3 8.05074989712844, P4 6.34589351916388, 
  [*,2363] P1 8.92897044845691, P2 7.8390214053482, P3 6.36747085957598, P4 5.82423636734648, 
  [*,2364] P1 7.77691722580988, P2 6.60400122981502, P3 8.99546720117537, P4 7.06827918503624, 
  [*,2365] P1 6.88433754096132, P2 7.29287310040773, P3 7.21764863418592, P4 6.95791478652629, 
  [*,2366] P1 5.89589535629759, P2 9.05348196557402, P3 7.91003195901471, P4 6.6807757119846, 
  [*,2367] P1 10.2115506456859, P2 8.6068158966644, P3 6.08713146061167, P4 6.55264041447597, 
  [*,2368] P1 9.15379775414373, P2 9.33693418896708, P3 6.33286142697098, P4 6.1580212628177, 
  [*,2369] P1 5.78434998389994, P2 8.83113898030357, P3 7.33072625789227, P4 6.66192654190212, 
  [*,2370] P1 11.620863604612, P2 8.89909135929086, P3 7.44088208110829, P4 5.17726583978116, 
  [*,2371] P1 11.550337776052, P2 9.21337475201577, P3 8.56403766119426, P4 5.46865746642431, 
  [*,2372] P1 9.99179850521795, P2 5.25565160781435, P3 9.862380777927, P4 6.66144141966391, 
  [*,2373] P1 8.28510975626174, P2 8.593070876581, P3 8.99778252480997, P4 5.86830747869832, 
  [*,2374] P1 9.86014568236988, P2 9.70651290514362, P3 5.13894901876104, P4 5.23020412390627, 
  [*,2375] P1 10.21965721172, P2 5.11282226202987, P3 8.30642258296319, P4 6.35247872170566, 
  [*,2376] P1 5.63544682314822, P2 8.67824274962033, P3 5.21035798760867, P4 6.18935156859517, 
  [*,2377] P1 11.5130364886691, P2 5.45560376687788, P3 7.80569278353263, P4 6.18299752821027, 
  [*,2378] P1 6.24200249418862, P2 6.60240513310435, P3 10.2275045395542, P4 6.60166593588814, 
  [*,2379] P1 7.62634138439457, P2 9.58916241186107, P3 7.52387382048789, P4 5.83015319927615, 
  [*,2380] P1 10.7713163424677, P2 6.76958309780135, P3 11.232999298357, P4 5.89876450586666, 
  [*,2381] P1 8.37788528667852, P2 8.16396853405513, P3 7.43749882035927, P4 5.5854358981492, 
  [*,2382] P1 5.32964934930709, P2 10.1196948898152, P3 6.54662005036396, P4 6.02943571095239, 
  [*,2383] P1 6.46646821934991, P2 5.44817229446342, P3 9.31300717904999, P4 7.26183587762905, 
  [*,2384] P1 7.99882381761431, P2 8.64928279933155, P3 8.57410295851566, P4 5.91030094278678, 
  [*,2385] P1 9.80832385551924, P2 7.67135505782568, P3 7.05687398091069, P4 5.77079980729018, 
  [*,2386] P1 8.21861704214745, P2 8.89077173764061, P3 5.48047651394499, P4 5.52444531869762, 
  [*,2387] P1 7.99967967151755, P2 7.26375441191917, P3 6.27297720648537, P4 6.5819506537282, 
  [*,2388] P1 6.91691393316155, P2 10.6484530859298, P3 7.47738876919424, P4 6.19613528687381, 
  [*,2389] P1 8.96263218508887, P2 7.24913648001526, P3 6.98652714716162, P4 5.41647213725237, 
  [*,2390] P1 9.95296488111359, P2 5.9531567054712, P3 8.90088112172328, P4 6.60051331505001, 
  [*,2391] P1 7.51654696957946, P2 7.17363580078766, P3 7.62458369199308, P4 5.90577349394964, 
  [*,2392] P1 9.58275111056261, P2 9.75378682334502, P3 5.05162171732374, P4 5.54805630386659, 
  [*,2393] P1 5.26681176866198, P2 7.66084027451292, P3 9.85401245940381, P4 6.9165753819248, 
  [*,2394] P1 6.37000037524549, P2 7.66985355663072, P3 6.83013024200912, P4 6.73550554369621, 
  [*,2395] P1 10.1053274439078, P2 5.68225992706555, P3 6.96045249787094, P4 5.74594370887264, 
  [*,2396] P1 9.48090180068026, P2 9.33199223758471, P3 7.41342601646434, P4 5.18555526135598, 
  [*,2397] P1 9.20637759293461, P2 9.53814922557354, P3 5.03026378272334, P4 6.13437634925303, 
  [*,2398] P1 9.11110730691227, P2 5.63378048037685, P3 9.90402080165657, P4 6.76142532065794, 
  [*,2399] P1 7.56924193654348, P2 10.0511111175199, P3 8.86745238640539, P4 5.84810019959125, 
  [*,2400] P1 7.54393004933518, P2 8.7402881515538, P3 6.21435234072016, P4 6.44147957589796, 
  [*,2401] P1 10.8553767371162, P2 5.20157418436556, P3 10.9891959476015, P4 7.07305388464619, 
  [*,2402] P1 11.2553174363798, P2 9.32117891887336, P3 5.16782011079855, P4 5.31071954733401, 
  [*,2403] P1 7.37522717222379, P2 8.64104391100061, P3 8.4652464818557, P4 5.6250262967938, 
  [*,2404] P1 5.08775096262213, P2 7.85236567591945, P3 8.49260674409648, P4 6.76785102199984, 
  [*,2405] P1 7.73203566833211, P2 6.92927055415836, P3 7.48398920007407, P4 6.55173523189232, 
  [*,2406] P1 5.2607712258339, P2 9.79353047768282, P3 6.60567652172356, P4 6.84657248389225, 
  [*,2407] P1 9.01788348833253, P2 7.02654425957624, P3 6.52318714512279, P4 5.70346737040368, 
  [*,2408] P1 7.16617185111291, P2 6.66109252352719, P3 9.49392186692295, P4 7.05566135569591, 
  [*,2409] P1 5.82108720278398, P2 9.86430602565, P3 6.60393690737015, P4 6.3669879501019, 
  [*,2410] P1 7.22237371781084, P2 7.34782195680522, P3 9.41246454758167, P4 6.9064770151896, 
  [*,2411] P1 8.31572609364702, P2 10.1203453481525, P3 5.71287488508437, P4 5.33135063804303, 
  [*,2412] P1 5.63363371791498, P2 9.90369732528446, P3 5.48473703468331, P4 5.61897167370642, 
  [*,2413] P1 5.73406275858069, P2 10.7631140628386, P3 5.09750685137619, P4 6.16710481926571, 
  [*,2414] P1 9.34786867996106, P2 9.56761097970506, P3 8.31146076695129, P4 6.1611216879451, 
  [*,2415] P1 9.58750033297645, P2 6.78602003977452, P3 7.47207882353955, P4 5.69418713041189, 
  [*,2416] P1 11.1987464453047, P2 10.1911396113953, P3 7.22283408090293, P4 5.25272093923867, 
  [*,2417] P1 7.28921047156656, P2 8.40620465718678, P3 6.03074452774889, P4 5.90715417436949, 
  [*,2418] P1 6.20953189385622, P2 6.39159631180578, P3 8.12878297662355, P4 7.12166895657951, 
  [*,2419] P1 9.7309031714943, P2 9.6449200434469, P3 6.06243858411023, P4 5.42212929253246, 
  [*,2420] P1 7.59873184644476, P2 8.46132939521416, P3 6.35850405066988, P4 6.61564031196841, 
  [*,2421] P1 10.5055193052555, P2 8.43050093637294, P3 6.28820525019667, P4 5.24520959244457, 
  [*,2422] P1 10.3830158496676, P2 10.9020446977451, P3 6.26479749539377, P4 5.09667054808697, 
  [*,2423] P1 10.4593249388202, P2 7.08263984147886, P3 7.75758046102822, P4 5.46999922669312, 
  [*,2424] P1 10.9967161751576, P2 7.07069546911992, P3 5.53087349469888, P4 5.30690521303622, 
  [*,2425] P1 6.65631902435348, P2 6.27515139444227, P3 7.60695740734174, P4 7.19521785929445, 
  [*,2426] P1 9.40744666041101, P2 7.06702961077231, P3 7.36273993772791, P4 6.08573162454706, 
  [*,2427] P1 8.4469564893561, P2 8.13721776567579, P3 6.96144846070604, P4 6.53041861871198, 
  [*,2428] P1 7.27504009813808, P2 6.07507928817678, P3 8.57566416380926, P4 6.72948051826859, 
  [*,2429] P1 5.01312590732797, P2 9.43043073257388, P3 7.82970181187339, P4 6.27430535711286, 
  [*,2430] P1 10.0090393116672, P2 7.39233310867501, P3 7.19237981149204, P4 6.33202899399144, 
  [*,2431] P1 7.2611646703152, P2 9.52480953663183, P3 6.04178577418377, P4 6.42593680020592, 
  [*,2432] P1 11.7596603162911, P2 8.30582779913617, P3 6.05084124240951, P4 5.76586532176548, 
  [*,2433] P1 8.15744611972965, P2 6.0815679021941, P3 7.73840532063707, P4 6.08979755311324, 
  [*,2434] P1 10.1186161946287, P2 7.59549230076025, P3 7.63929744578942, P4 6.24994190129841, 
  [*,2435] P1 9.04777094148293, P2 6.15818989217609, P3 6.39985957837031, P4 6.97785702191865, 
  [*,2436] P1 10.845162716462, P2 7.22987912915962, P3 7.70462693557307, P4 5.91049440404683, 
  [*,2437] P1 10.6153282036908, P2 6.64932540788022, P3 5.95667596653079, P4 5.90280816207743, 
  [*,2438] P1 11.0675722482763, P2 5.54272093952394, P3 7.52124294390693, P4 6.25884067456511, 
  [*,2439] P1 6.52893159701602, P2 8.68047828991702, P3 8.5854194996957, P4 6.69894204492205, 
  [*,2440] P1 5.47964753724711, P2 5.58909860183042, P3 7.98426961121143, P4 5.90014105020179, 
  [*,2441] P1 11.6944333231349, P2 7.92303007089691, P3 8.05513040793388, P4 5.90259218816682, 
  [*,2442] P1 9.9035947358253, P2 5.8281680019769, P3 5.58623124961404, P4 5.96391301038917, 
  [*,2443] P1 6.97903520294329, P2 6.02482886202584, P3 7.51054549535249, P4 5.84729833546681, 
  [*,2444] P1 7.06974164553464, P2 10.8587513561546, P3 6.91805801181167, P4 5.72111852725618, 
  [*,2445] P1 6.41914320614474, P2 11.785201001675, P3 5.77058765148967, P4 5.2989029019817, 
  [*,2446] P1 6.61109722365674, P2 9.76339497769916, P3 9.07771646856456, P4 6.69165175023953, 
  [*,2447] P1 7.10406524353328, P2 7.45804937709917, P3 6.57368785160913, P4 5.74122919805664, 
  [*,2448] P1 8.25216198101704, P2 5.51904284536914, P3 8.07555061830258, P4 5.66564143903869, 
  [*,2449] P1 8.611773695811, P2 8.35846107024474, P3 7.19785890337792, P4 5.18152632402413, 
  [*,2450] P1 9.83242904260246, P2 8.99155603127753, P3 5.83731676194421, P4 5.62573695385597, 
  [*,2451] P1 5.7941729924508, P2 8.42568201734362, P3 8.89761708086914, P4 6.71887880346693, 
  [*,2452] P1 10.5834781145882, P2 9.01861597678815, P3 6.59004465761494, P4 5.45402707176781, 
  [*,2453] P1 11.6827169229084, P2 6.56439271630453, P3 8.80091081477248, P4 6.35524745801452, 
  [*,2454] P1 11.0121018333293, P2 8.79370767815764, P3 5.98826181650396, P4 5.48435887764483, 
  [*,2455] P1 6.96873653283228, P2 10.5666943947547, P3 7.79585676694404, P4 6.837380303109, 
  [*,2456] P1 8.83353389701088, P2 8.2964021448863, P3 6.62656049556274, P4 6.30274513473458, 
  [*,2457] P1 6.66285072540087, P2 9.76754884801344, P3 5.28315467130202, P4 6.31174858823955, 
  [*,2458] P1 7.55557030226162, P2 5.24370006821028, P3 9.85819682113863, P4 6.50922055683139, 
  [*,2459] P1 10.1138277990273, P2 7.08531082989471, P3 7.24054133842288, P4 5.9248671761316, 
  [*,2460] P1 8.40644373097738, P2 9.97051279462981, P3 7.20664661030699, P4 6.18076199125262, 
  [*,2461] P1 9.56201348642674, P2 7.96286224883408, P3 7.03093415534868, P4 5.88899279919119, 
  [*,2462] P1 8.48775023786857, P2 9.32277331586318, P3 7.81122349837025, P4 6.12718024047804, 
  [*,2463] P1 6.50224195414495, P2 5.19723340408879, P3 10.4739641006086, P4 7.22367890854256, 
  [*,2464] P1 11.7092675244307, P2 9.85445422844222, P3 5.83196694859675, P4 5.08055586336894, 
  [*,2465] P1 9.20360449132914, P2 6.87180221971826, P3 6.73187373817571, P4 7.5945408268787, 
  [*,2466] P1 8.21259271452177, P2 8.35007339222521, P3 7.17788524098876, P4 6.26342129027879, 
  [*,2467] P1 9.28045705198355, P2 6.45439739628501, P3 8.66766030760962, P4 6.15570739796672, 
  [*,2468] P1 7.49359244303411, P2 7.81660499228603, P3 7.19912209991866, P4 6.08151024230667, 
  [*,2469] P1 10.0865930175244, P2 9.04226897814333, P3 6.22613411200939, P4 5.69865071653562, 
  [*,2470] P1 9.17883204042369, P2 7.85777975033345, P3 7.88504179487322, P4 5.86040049644209, 
  [*,2471] P1 6.38544021573101, P2 6.760844292374, P3 8.29344937325616, P4 6.41618043820443, 
  [*,2472] P1 9.83990383747035, P2 7.01763651252248, P3 6.90134898301721, P4 6.06619963135416, 
  [*,2473] P1 6.67221272284105, P2 9.14252080290357, P3 8.18481306575733, P4 6.58423241149408, 
  [*,2474] P1 11.6013762189579, P2 5.66260930165864, P3 8.18365473220976, P4 6.19028591013969, 
  [*,2475] P1 6.71334156383674, P2 8.97134273174992, P3 7.21647683875026, P4 6.42423872246719, 
  [*,2476] P1 5.59221368985066, P2 8.14659607818231, P3 7.74659356958655, P4 6.36217314615671, 
  [*,2477] P1 8.64625703011881, P2 9.03523571654237, P3 5.52866811256195, P4 6.16064082895401, 
  [*,2478] P1 8.06335831713563, P2 7.39902511552391, P3 5.7684007418621, P4 6.00440276823441, 
  [*,2479] P1 5.56516925898888, P2 11.5515585403306, P3 6.91779620849585, P4 6.61603451467735, 
  [*,2480] P1 10.8970111476801, P2 8.23576523197593, P3 6.40177836773893, P4 5.14357786130433, 
  [*,2481] P1 10.5518992724813, P2 5.29937274718691, P3 8.1391501286716, P4 7.0816922512553, 
  [*,2482] P1 9.29458254543228, P2 5.00496736058974, P3 8.01993290328697, P4 6.13765056707847, 
  [*,2483] P1 10.8630186050338, P2 9.98498566410521, P3 7.08666141376248, P4 6.32378194401183, 
  [*,2484] P1 9.31821798126814, P2 9.69744813080904, P3 7.0174413891464, P4 5.79586777843462, 
  [*,2485] P1 6.60867105070581, P2 6.61399216723944, P3 8.20064263391811, P4 6.96598360962067, 
  [*,2486] P1 9.88947572190681, P2 8.33958593082034, P3 7.66459970265303, P4 6.31844134954368, 
  [*,2487] P1 5.66276889109892, P2 7.84191960703939, P3 6.80404109071697, P4 7.06220526719114, 
  [*,2488] P1 9.83481743048286, P2 8.69677170630643, P3 9.33742690595401, P4 5.48155568721297, 
  [*,2489] P1 8.2829732833525, P2 9.07907800637117, P3 5.98280670703433, P4 5.65667317086071, 
  [*,2490] P1 9.98461929611258, P2 8.76895137105243, P3 7.52702605852276, P4 5.87801797712672, 
  [*,2491] P1 10.440904318805, P2 10.1291180720217, P3 9.03165102228073, P4 6.94872865563611, 
  [*,2492] P1 9.50170011463966, P2 6.11245189386806, P3 7.32355648030748, P4 6.72499714761788, 
  [*,2493] P1 6.99073864110691, P2 8.54353865382808, P3 5.56497628099849, P4 6.70434908624059, 
  [*,2494] P1 8.41024307502773, P2 9.15496590043651, P3 7.30160846504088, P4 6.45674749973874, 
  [*,2495] P1 10.0007280125324, P2 7.61473743134838, P3 6.72299185036602, P4 6.12322364106252, 
  [*,2496] P1 6.4579700938354, P2 5.38725664627202, P3 9.24568507067821, P4 7.44443025648296, 
  [*,2497] P1 7.63391073084959, P2 8.82662206500607, P3 7.91629172585826, P4 6.21926181183606, 
  [*,2498] P1 6.91793554736506, P2 8.03772000865816, P3 7.34708578238174, P4 5.85735500126463, 
  [*,2499] P1 7.34172460483053, P2 8.6040488523921, P3 11.0929490094116, P4 6.19554168794129, 
  [*,2500] P1 5.95067946272707, P2 8.42048584021806, P3 8.9429263226037, P4 7.85639885571155, 
  [*,2501] P1 8.97028810025807, P2 7.38465024807689, P3 10.0264526008401, P4 5.99962175167958, 
  [*,2502] P1 9.49857566058784, P2 10.5357138753828, P3 6.5809592382059, P4 5.17505696452935, 
  [*,2503] P1 8.61856088024621, P2 6.37277239449884, P3 5.88064706801465, P4 7.14359987238119, 
