param revenue :=
  [*,1] P1 7.49203628371034, P2 7.54716551370978, P3 8.62885703549665, P4 6.65308821662005, 
  [*,1501] P1 9.39866312145096, P2 8.27722402221437, P3 7.65559232666132, P4 6.54856200545664, 
  [*,1502] P1 5.80430410610651, P2 8.30715759392637, P3 8.68242016842651, P4 6.56049314578054, 
  [*,1503] P1 6.11738956253927, P2 9.43765002653795, P3 6.2662135759992, P4 6.48294094352588, 
  [*,1504] P1 7.39848128358978, P2 9.72448277145974, P3 7.55919013651159, P4 5.01473179058941, 
  [*,1505] P1 6.78277048902743, P2 10.8672857679897, P3 5.30730904092344, P4 5.23481462929541, 
  [*,1506] P1 10.9405642722662, P2 6.75491597988042, P3 7.53107994121882, P4 5.70560718580087, 
  [*,1507] P1 6.72211172795402, P2 7.29088226933532, P3 7.60542795673747, P4 6.98229163291737, 
  [*,1508] P1 6.81043071534004, P2 8.29744211674105, P3 6.49368650866518, P4 6.86774501014489, 
  [*,1509] P1 8.94670642597455, P2 9.94363076399751, P3 7.71433225087701, P4 6.0836446184623, 
  [*,1510] P1 9.62795337823195, P2 8.36437050762104, P3 5.68813296093105, P4 5.22964323703741, 
  [*,1511] P1 5.16605374698982, P2 5.91605743014153, P3 7.83595129351801, P4 7.46444520706051, 
  [*,1512] P1 11.614806863755, P2 7.41810579093615, P3 6.98761532286243, P4 5.38359605568486, 
  [*,1513] P1 10.5879394421709, P2 5.05133182276342, P3 9.40874053074997, P4 6.63472428698713, 
  [*,1514] P1 6.20835671528963, P2 11.5557385859655, P3 5.08515697141355, P4 5.95997323616056, 
  [*,1515] P1 6.39663931722892, P2 10.3072070043787, P3 5.92975094572811, P4 5.62670356891315, 
  [*,1516] P1 8.13294658125586, P2 8.5700152043845, P3 6.53867915127611, P4 6.64578507139632, 
  [*,1517] P1 5.65104743318414, P2 6.80631892518489, P3 8.67572926334802, P4 7.03701820454598, 
  [*,1518] P1 11.1744504110302, P2 7.27375741612781, P3 8.73113271155268, P4 6.79886792333208, 
  [*,1519] P1 6.78218683061732, P2 5.4515684165427, P3 11.2829682927526, P4 6.38065869519398, 
  [*,1520] P1 10.665340976642, P2 7.38361277909368, P3 8.80947735116342, P4 6.07552643019092, 
  [*,1521] P1 10.6289566183448, P2 5.79173136329718, P3 8.70784247251109, P4 5.89967824940104, 
  [*,1522] P1 9.61958137475011, P2 8.25403882878807, P3 6.22859970205707, P4 5.97310598837229, 
  [*,1523] P1 9.24882118714993, P2 10.1876842932377, P3 7.29853327048522, P4 5.0077458075893, 
  [*,1524] P1 9.61337194122488, P2 8.84329805889561, P3 5.65130549021725, P4 5.72710300990929, 
  [*,1525] P1 7.39883863448354, P2 7.32136041186788, P3 7.19938925927582, P4 5.8385869989938, 
  [*,1526] P1 8.13988588690252, P2 10.8816525393234, P3 5.8124065660499, P4 5.47888878766669, 
  [*,1527] P1 7.53418166320435, P2 8.10117900913176, P3 7.62415959934634, P4 6.07760713737472, 
  [*,1528] P1 5.85541843834713, P2 9.4700449314373, P3 6.74569763144902, P4 6.05284977951932, 
  [*,1529] P1 5.98909921879574, P2 10.7112608720977, P3 6.10826100321673, P4 5.84533661232723, 
  [*,1530] P1 8.95393054626462, P2 7.87981973944594, P3 5.9521532600205, P4 6.33221837660903, 
  [*,1531] P1 8.54517728504434, P2 8.76265872653848, P3 8.00475607522044, P4 5.97808568994851, 
  [*,1532] P1 7.94207371916415, P2 7.6974161155539, P3 8.35789462083005, P4 6.48553103433828, 
  [*,1533] P1 5.55352782033958, P2 7.96597275608382, P3 8.96216406432208, P4 7.22082963391203, 
  [*,1534] P1 5.66213393449626, P2 11.9467015481505, P3 5.96563222016262, P4 6.18049234895574, 
  [*,1535] P1 6.09426885815173, P2 9.93920618547471, P3 9.57449989740676, P4 6.57138013640776, 
  [*,1536] P1 10.6463329860149, P2 11.3563662221598, P3 6.76733919687839, P4 5.39499207868888, 
  [*,1537] P1 5.63179405443405, P2 7.79272047237099, P3 7.56950823220201, P4 6.77787979568205, 
  [*,1538] P1 11.8986461044408, P2 7.46317800998374, P3 6.8192993577094, P4 5.67155334087621, 
  [*,1539] P1 9.57805762951826, P2 6.70355567182024, P3 9.71663478921293, P4 7.09554782515333, 
  [*,1540] P1 5.55491347090381, P2 7.49951501748961, P3 8.30590714114251, P4 6.0676041333213, 
  [*,1541] P1 9.34650501426373, P2 6.09877307360837, P3 6.06873391336851, P4 6.47667603053174, 
  [*,1542] P1 6.48876268793305, P2 10.0656018433026, P3 7.58396554082791, P4 6.54056151541552, 
  [*,1543] P1 5.53618248380577, P2 6.979968770937, P3 6.43958964018189, P4 6.96460148326632, 
  [*,1544] P1 10.251012853909, P2 7.60687165835756, P3 6.92601779211746, P4 5.13912553396535, 
  [*,1545] P1 6.67397541147784, P2 10.8189070915522, P3 6.04270344270673, P4 5.56406458133643, 
  [*,1546] P1 9.64673628576827, P2 9.95262901396564, P3 5.85977966016389, P4 6.03370135398994, 
  [*,1547] P1 10.2767468812972, P2 9.04131562889233, P3 5.08935760823714, P4 5.43182753055293, 
  [*,1548] P1 10.1775185613118, P2 6.45187602106275, P3 5.38609653822714, P4 5.58007977892202, 
  [*,1549] P1 11.1935377574692, P2 7.48284097440926, P3 7.4808616394415, P4 6.07597671931715, 
  [*,1550] P1 9.06771937634159, P2 6.94747955885947, P3 7.35642473668191, P4 6.72912542537843, 
  [*,1551] P1 8.21068073736334, P2 10.3810794165322, P3 6.16902318832673, P4 6.25426624423643, 
  [*,1552] P1 11.4175124395188, P2 8.4031725338879, P3 6.48049937395709, P4 6.57843884621528, 
  [*,1553] P1 11.2757492683538, P2 5.17612505302243, P3 9.59995808331394, P4 5.85104124899246, 
  [*,1554] P1 7.85452639020768, P2 7.65707622051102, P3 7.69786797698812, P4 5.49168220292838, 
  [*,1555] P1 10.729060444786, P2 5.95942341366851, P3 6.83266425299558, P4 6.11163119046657, 
  [*,1556] P1 7.92920217204679, P2 10.2577789761309, P3 7.33500102144773, P4 5.2403322279421, 
  [*,1557] P1 5.16795231937276, P2 8.26865949809431, P3 9.17323910777751, P4 6.03776769238815, 
  [*,1558] P1 8.01154489445201, P2 6.93653491951316, P3 8.60962905028171, P4 6.18421739541144, 
  [*,1559] P1 8.98757485991418, P2 6.41484480540269, P3 8.95886552731196, P4 6.37322974641064, 
  [*,1560] P1 6.51972097203452, P2 9.95369157442262, P3 6.06769644602772, P4 6.69119877464786, 
  [*,1561] P1 10.1426367341778, P2 11.6303745934751, P3 5.85635509560325, P4 5.33550475338903, 
  [*,1562] P1 8.00718219392241, P2 9.01298312646322, P3 6.4387729722561, P4 5.98914022635584, 
  [*,1563] P1 8.45623754213954, P2 6.4874114232364, P3 7.51479381129876, P4 6.45542815712513, 
  [*,1564] P1 10.5097871101974, P2 6.33042329565606, P3 9.97526955226198, P4 5.94414646019584, 
  [*,1565] P1 6.26929328607744, P2 9.17082907903886, P3 6.57612957231135, P4 6.99352005466555, 
  [*,1566] P1 11.9750368048712, P2 6.06900326905514, P3 7.08969146344696, P4 5.99109485163581, 
  [*,1567] P1 7.85063052063682, P2 7.90033312009431, P3 8.20910216960374, P4 5.65277026440712, 
  [*,1568] P1 9.01317306931589, P2 7.88938972002047, P3 6.51130024258067, P4 5.71943405591849, 
  [*,1569] P1 7.94840910352607, P2 7.15158348869977, P3 7.6194285900857, P4 6.36845473334078, 
  [*,1570] P1 7.05314259305157, P2 9.56343933933585, P3 7.30581302726358, P4 5.7372242585614, 
  [*,1571] P1 9.32504121600476, P2 7.03435182847724, P3 8.58353227455205, P4 6.42339812032319, 
  [*,1572] P1 9.88309580804647, P2 6.65912764273167, P3 6.38593822494526, P4 7.1320620095503, 
  [*,1573] P1 7.37504487460616, P2 7.48497051373575, P3 7.12772154023327, P4 6.96002471487729, 
  [*,1574] P1 6.1393923306502, P2 11.2484566729907, P3 5.64506632684881, P4 6.17014840158703, 
  [*,1575] P1 7.26529948688153, P2 7.76777933002928, P3 8.80763276984718, P4 7.07952244092466, 
  [*,1576] P1 7.76983043513627, P2 9.2710129551246, P3 7.2895956193524, P4 6.25633912563666, 
  [*,1577] P1 9.81604974993947, P2 11.1070046551037, P3 5.16961182578103, P4 5.57869249642796, 
  [*,1578] P1 5.85198420079481, P2 7.90554099382433, P3 9.60442823817465, P4 6.52769825860681, 
  [*,1579] P1 7.93494177802541, P2 6.11504355924266, P3 6.87896882675789, P4 6.27810130364306, 
  [*,1580] P1 9.87541617085678, P2 10.0441850649055, P3 8.41446586193204, P4 5.73982818967426, 
  [*,1581] P1 9.76671855949844, P2 11.2817388343361, P3 5.23083748859405, P4 5.53190962492291, 
  [*,1582] P1 5.25507407029537, P2 5.1854475050183, P3 8.49898046367863, P4 7.39423560924109, 
  [*,1583] P1 5.63380543416337, P2 5.44214087806411, P3 7.38609178011803, P4 6.73666823227891, 
  [*,1584] P1 9.08804028188479, P2 11.8851394007764, P3 5.28756367812263, P4 5.9200835124591, 
  [*,1585] P1 7.09363216792143, P2 6.78036627927274, P3 8.08489690537805, P4 7.26461685258926, 
  [*,1586] P1 5.94243165162656, P2 5.64223882288106, P3 8.16795007850198, P4 7.55137496969851, 
  [*,1587] P1 6.38285552527458, P2 10.1741421267323, P3 7.64007917941802, P4 6.69139521552678, 
  [*,1588] P1 9.33067636360472, P2 7.02608679769599, P3 7.56052080836073, P4 6.49276500670424, 
  [*,1589] P1 7.04146228063328, P2 9.50493722982821, P3 6.64302135677997, P4 6.37780477726129, 
  [*,1590] P1 6.48339613287235, P2 6.24536557930865, P3 6.58708010099062, P4 6.25250292089537, 
  [*,1591] P1 7.85025924456042, P2 9.46377532499952, P3 6.01763469427981, P4 6.22687586919117, 
  [*,1592] P1 10.1187847882089, P2 7.37289074351087, P3 7.42220828540058, P4 5.46199004350988, 
  [*,1593] P1 11.3959782025724, P2 6.65283266252151, P3 7.8874825523942, P4 6.31947047237359, 
  [*,1594] P1 8.27904696010568, P2 10.8863923757881, P3 5.25686674402927, P4 6.64088191514924, 
  [*,1595] P1 7.39325150651342, P2 10.510260115481, P3 5.47754124997679, P4 6.03793373646707, 
  [*,1596] P1 5.9344229053232, P2 8.5729818225256, P3 9.64663029443912, P4 6.22285833671333, 
  [*,1597] P1 5.44674721611718, P2 5.64730148556123, P3 8.99387301657017, P4 7.55609047912209, 
  [*,1598] P1 8.80766752642965, P2 10.4738323542055, P3 5.94329041247055, P4 5.66625553667775, 
  [*,1599] P1 9.13639744071584, P2 11.5983527129131, P3 6.73901143454873, P4 5.09993735425333, 
  [*,1600] P1 11.6082530473785, P2 9.12828004423997, P3 6.68275608269613, P4 5.57683280148754, 
  [*,1601] P1 7.68434218638115, P2 10.5059641509281, P3 5.49556616164369, P4 5.7678389696402, 
  [*,1602] P1 5.85830188502725, P2 10.1084718293723, P3 7.31516618578737, P4 6.69082158431394, 
  [*,1603] P1 10.4495465093525, P2 7.79489005014756, P3 6.04813970919352, P4 5.97956343011142, 
  [*,1604] P1 6.75501603108599, P2 7.59010804218565, P3 7.62313573538829, P4 6.44439323309523, 
  [*,1605] P1 10.4053620197152, P2 10.7791618084341, P3 7.01701141784095, P4 5.11207081341257, 
  [*,1606] P1 9.84531038225806, P2 8.08641134819479, P3 8.18243145010397, P4 5.74084661882491, 
  [*,1607] P1 9.07011827058847, P2 6.58618264866877, P3 9.92952310688307, P4 5.86626943402852, 
  [*,1608] P1 8.02948715353486, P2 9.96724003032687, P3 6.12490856150295, P4 6.09254429724415, 
  [*,1609] P1 10.0300639170928, P2 8.47641337624476, P3 6.55147920355877, P4 5.56429222130811, 
  [*,1610] P1 10.3108248566754, P2 8.02395073432193, P3 6.64834628645533, P4 5.92616041211841, 
  [*,1611] P1 6.44112260942206, P2 9.79522319903398, P3 7.75479129689866, P4 5.28355304967661, 
  [*,1612] P1 6.37580255503341, P2 9.48885193126203, P3 11.0047599023795, P4 7.03302529144667, 
  [*,1613] P1 5.08384775408843, P2 8.96147492597196, P3 6.83529906550306, P4 6.52646318721126, 
  [*,1614] P1 11.4731129377764, P2 7.57691199823684, P3 7.76595597184181, P4 6.08280317595728, 
  [*,1615] P1 6.25290661650513, P2 5.36350181300498, P3 7.32017809967567, P4 6.63372134116334, 
  [*,1616] P1 11.7844798505766, P2 7.97556654099644, P3 7.57625814056219, P4 5.75254857547941, 
  [*,1617] P1 11.5088189743495, P2 5.46106170989705, P3 9.44450956034251, P4 5.85971685900327, 
  [*,1618] P1 10.3249397786823, P2 7.22336321441967, P3 7.02902668144298, P4 5.59180861213964, 
  [*,1619] P1 9.60318288165922, P2 6.23311218747968, P3 7.2864710681945, P4 6.98818548456178, 
  [*,1620] P1 7.60494029224084, P2 9.67094372775173, P3 6.25136721437158, P4 5.03116257730981, 
  [*,1621] P1 7.49727908054147, P2 5.37883681275867, P3 8.75036917504142, P4 6.85733570812835, 
  [*,1622] P1 7.95786703228549, P2 7.49692785515121, P3 7.34323138846149, P4 6.26166251188978, 
  [*,1623] P1 6.35155474317259, P2 6.78509986565049, P3 9.2110364924726, P4 7.75423694780789, 
  [*,1624] P1 6.44012344718841, P2 8.91414113748615, P3 6.41905886973798, P4 6.10703009110952, 
  [*,1625] P1 7.69366387032246, P2 8.01065315040375, P3 5.69491503705079, P4 6.73666171338258, 
  [*,1626] P1 8.42424242485257, P2 6.96942556544355, P3 7.28434883748914, P4 6.35535442940762, 
  [*,1627] P1 9.29359341587218, P2 8.53333306645798, P3 7.1912920729749, P4 6.05152971230032, 
  [*,1628] P1 10.9432125773917, P2 6.69913060844863, P3 6.79875385193295, P4 6.38571966076607, 
  [*,1629] P1 6.56838105401192, P2 5.70054483630072, P3 9.48868448750213, P4 7.0576911806651, 
  [*,1630] P1 9.55097591964569, P2 8.76993285079213, P3 5.81411420577796, P4 5.77320669347708, 
  [*,1631] P1 9.35346937226353, P2 5.19043293734795, P3 8.37904194013021, P4 6.47530600889475, 
  [*,1632] P1 8.05099032695083, P2 8.37549578423037, P3 6.73999573097188, P4 6.702480311388, 
  [*,1633] P1 11.6484445670237, P2 8.20478121909629, P3 5.40533905443388, P4 5.09173605962074, 
  [*,1634] P1 8.63631458554002, P2 8.73179730046416, P3 6.23219909028662, P4 5.39518968532164, 
  [*,1635] P1 10.3578928300508, P2 8.64309811869916, P3 8.43179865102988, P4 5.3645236833765, 
  [*,1636] P1 6.30994888399436, P2 6.85645109746659, P3 8.69031476293723, P4 8.10775997829596, 
  [*,1637] P1 11.0650098425879, P2 8.62174249840893, P3 6.26326138300805, P4 5.41796334145092, 
  [*,1638] P1 10.5779924114572, P2 6.54310932689579, P3 8.02486690782364, P4 5.94307656313498, 
  [*,1639] P1 7.81678043779573, P2 9.17167800605553, P3 7.6250194348579, P4 5.4103504931074, 
  [*,1640] P1 10.7055221879547, P2 7.30661375645693, P3 6.84292887596922, P4 6.15097843147579, 
  [*,1641] P1 10.8548170529629, P2 7.03955308613379, P3 6.94857031403887, P4 5.55718814751581, 
  [*,1642] P1 6.78026761762172, P2 7.87364073187183, P3 7.60752331916757, P4 6.34210414215289, 
  [*,1643] P1 9.31601596716745, P2 10.0180013694947, P3 7.98709889928372, P4 5.71983430678062, 
  [*,1644] P1 11.8310243726538, P2 7.38765636665784, P3 8.63026905877913, P4 5.72687791131097, 
  [*,1645] P1 7.90435056100411, P2 7.74596529004563, P3 7.04864502164345, P4 6.20848763702755, 
  [*,1646] P1 9.59151756827021, P2 5.9401197456911, P3 7.93201826127696, P4 6.44332298975373, 
  [*,1647] P1 10.3003363204301, P2 8.33492615232543, P3 7.74827557071579, P4 5.21229907648806, 
  [*,1648] P1 8.97952006532132, P2 7.00284451093444, P3 10.0298833100133, P4 6.31343471379596, 
  [*,1649] P1 8.31792948157134, P2 5.2426742054908, P3 8.60617407341126, P4 6.44139954111749, 
  [*,1650] P1 10.8213387200648, P2 6.76343186125692, P3 6.68477644443979, P4 6.60911407140209, 
  [*,1651] P1 7.63175145444965, P2 11.4955988260472, P3 6.83521149854041, P4 6.0023067804841, 
  [*,1652] P1 8.1590686997777, P2 6.9080111374693, P3 8.15458370195203, P4 6.19732093776495, 
  [*,1653] P1 8.27158056215073, P2 9.56293629687288, P3 8.93843044047384, P4 6.27765099141972, 
  [*,1654] P1 8.67808670617921, P2 10.6262725341938, P3 5.50873485980113, P4 5.2947043359526, 
  [*,1655] P1 9.1580851265843, P2 9.00935482079282, P3 7.11635776717416, P4 6.24375277796435, 
  [*,1656] P1 10.4894902688064, P2 8.08643110088655, P3 7.20326426381751, P4 6.08302632119782, 
  [*,1657] P1 5.24335652476064, P2 5.39174455123589, P3 8.02201062519694, P4 7.54243446908806, 
  [*,1658] P1 7.93677218708392, P2 8.62315933495598, P3 8.43679002041237, P4 5.99608503793084, 
  [*,1659] P1 7.36142119352776, P2 9.05415232879693, P3 7.16186889480017, P4 6.04613287439205, 
  [*,1660] P1 9.09862209578363, P2 5.18313890269653, P3 10.9532398614795, P4 6.95599401147507, 
  [*,1661] P1 7.37527064552847, P2 6.8925692055496, P3 5.3745189801675, P4 6.22607552844348, 
  [*,1662] P1 7.22718926334032, P2 11.4827452399407, P3 6.52775871076114, P4 5.70985173778923, 
  [*,1663] P1 7.57354471079259, P2 7.87867264500656, P3 7.00085317483808, P4 5.63363990153599, 
  [*,1664] P1 9.66770511703645, P2 8.68697773625101, P3 7.98295399703923, P4 6.36292358324066, 
  [*,1665] P1 9.36712904106586, P2 6.31157627756101, P3 7.98184224307107, P4 6.35429911367713, 
  [*,1666] P1 6.09595655781463, P2 10.957308027432, P3 5.00813160932553, P4 5.96036339900543, 
  [*,1667] P1 8.95510927158309, P2 7.94280819767312, P3 7.25753943274592, P4 6.28635108480299, 
  [*,1668] P1 11.8937806808108, P2 5.94321074954734, P3 8.2438351144768, P4 5.59729626599279, 
  [*,1669] P1 10.504625612149, P2 6.96457054503181, P3 6.77282767131378, P4 5.07773004324025, 
  [*,1670] P1 8.05086374832258, P2 9.82232812415904, P3 6.63590582700157, P4 6.50959011614411, 
  [*,1671] P1 11.3717182815297, P2 5.57823791970691, P3 9.40470503257658, P4 6.09023005117237, 
  [*,1672] P1 7.03640993784795, P2 6.70655840940011, P3 10.7615261847765, P4 7.36911990107786, 
  [*,1673] P1 11.5304781434027, P2 9.18783301082454, P3 5.01265674467814, P4 5.29695493958603, 
  [*,1674] P1 7.24203757614668, P2 8.81284768141959, P3 6.35132138721054, P4 6.25500654905693, 
  [*,1675] P1 11.6826631594201, P2 5.5218604617263, P3 6.75656109225718, P4 5.52184418805902, 
  [*,1676] P1 11.1908658548156, P2 7.69053734488654, P3 8.05702557187601, P4 5.64063349715107, 
  [*,1677] P1 6.6214725156593, P2 10.2090426615133, P3 5.34353741453764, P4 6.37134940717315, 
  [*,1678] P1 10.1890464185929, P2 9.54458023450306, P3 6.72073296013385, P4 5.66342769541177, 
  [*,1679] P1 8.07676014059107, P2 6.44714844110582, P3 7.35248152640823, P4 6.20612451625273, 
  [*,1680] P1 7.18832220015529, P2 6.56802572619641, P3 7.00592170577534, P4 7.26626404249657, 
  [*,1681] P1 8.68741757715857, P2 7.07054724393011, P3 7.68063346715648, P4 7.00142688029772, 
  [*,1682] P1 10.9715238098506, P2 8.83064306369681, P3 7.18655328430376, P4 5.3332279545341, 
  [*,1683] P1 6.74329042531404, P2 10.1016286769873, P3 7.02878561665715, P4 5.55718025567926, 
  [*,1684] P1 7.86558860184755, P2 5.2975994699444, P3 8.7353039506312, P4 6.68310349593329, 
  [*,1685] P1 9.29896375321757, P2 8.3033463663736, P3 6.72418088295726, P4 5.90907004759424, 
  [*,1686] P1 5.50917575256496, P2 6.29171458067981, P3 8.33108155211407, P4 7.62524052983027, 
  [*,1687] P1 6.52536480853003, P2 7.90291887068052, P3 6.65147160725498, P4 7.08725663085976, 
  [*,1688] P1 6.36757389934191, P2 6.35982931881879, P3 7.77577530192468, P4 6.48212514796866, 
  [*,1689] P1 8.25159478600937, P2 5.90597008729501, P3 8.35867472252811, P4 6.78848442915077, 
  [*,1690] P1 5.874302786765, P2 9.69800273949524, P3 7.19656482344954, P4 6.85357736511509, 
  [*,1691] P1 9.33347605539951, P2 7.26982569903543, P3 6.55797919483654, P4 6.36509263640492, 
  [*,1692] P1 11.5155724282786, P2 7.57193565568968, P3 8.14723468796215, P4 5.67716436359034, 
  [*,1693] P1 11.0196639392613, P2 6.96797553877792, P3 8.76058313267588, P4 6.44776608995577, 
  [*,1694] P1 8.00113751367914, P2 10.7817000835624, P3 7.41605001337292, P4 5.55500633580416, 
  [*,1695] P1 11.8754917291019, P2 8.84091070081206, P3 7.35181171197989, P4 5.64219184131258, 
  [*,1696] P1 6.59083995543169, P2 9.7818486548565, P3 6.10166218820706, P4 7.12861813087247, 
  [*,1697] P1 6.09699615711532, P2 7.18615621072116, P3 7.11104599334169, P4 6.32225434117165, 
  [*,1698] P1 9.03904239242413, P2 5.23209859343047, P3 9.95716963881818, P4 6.29822635326293, 
  [*,1699] P1 5.57258981157213, P2 9.36214053135962, P3 5.18609419355345, P4 6.51643551218652, 
  [*,1700] P1 11.6238238402755, P2 5.41931804935318, P3 7.17698422082758, P4 5.82746980070252, 
  [*,1701] P1 8.7268572945869, P2 7.00374900610398, P3 8.07649374801091, P4 6.28282564007263, 
  [*,1702] P1 8.52411550557294, P2 6.35846809886244, P3 8.08564565799191, P4 6.25428514390256, 
  [*,1703] P1 8.18185281229931, P2 10.4794663188287, P3 6.32098830178617, P4 5.99217588471012, 
  [*,1704] P1 11.2682418632408, P2 6.48169123614979, P3 9.49937886654186, P4 5.49759608509301, 
  [*,1705] P1 6.01234263187973, P2 11.3587094578211, P3 7.58634513175738, P4 6.18244542875429, 
  [*,1706] P1 9.05131949051677, P2 11.4973893976054, P3 6.73344617487681, P4 5.54774786005361, 
  [*,1707] P1 7.23813808339583, P2 8.10544267256423, P3 6.56482983109583, P4 5.79003214521822, 
  [*,1708] P1 10.2185221603322, P2 7.36395423791501, P3 6.19427133499928, P4 5.41723923522107, 
  [*,1709] P1 5.0013194053147, P2 9.70590828745085, P3 7.09445668337013, P4 7.04045662538483, 
  [*,1710] P1 11.8248754871921, P2 6.43971910423162, P3 7.04959118012121, P4 6.7741182451569, 
  [*,1711] P1 8.3358311060111, P2 7.40459055271315, P3 7.17595815045961, P4 6.12349851137869, 
  [*,1712] P1 5.76321662506188, P2 8.27516102436419, P3 5.68129274253863, P4 6.8609448565818, 
  [*,1713] P1 10.1531265463646, P2 6.09288002375155, P3 6.84026954775874, P4 6.1868282399333, 
  [*,1714] P1 8.83850089686149, P2 5.91965717091306, P3 6.43249159527791, P4 5.49526804226004, 
  [*,1715] P1 11.0728683592083, P2 6.13531320650076, P3 7.24806189926896, P4 6.03315576674885, 
  [*,1716] P1 7.05094302417818, P2 8.74334856928846, P3 8.09502454180926, P4 6.25438087915035, 
  [*,1717] P1 11.3305046213934, P2 11.1026463510626, P3 6.40037835057196, P4 5.64972285807297, 
  [*,1718] P1 7.05643389388886, P2 7.10687683664345, P3 7.41613541755751, P4 6.16431939018084, 
  [*,1719] P1 11.8257468669847, P2 6.73176463121948, P3 5.6893992458261, P4 6.1478554181814, 
  [*,1720] P1 5.72346403820681, P2 5.24036663784375, P3 8.59940789200211, P4 7.70243758777603, 
  [*,1721] P1 5.83002605690266, P2 9.63407111073457, P3 6.94026553752596, P4 7.00124799283744, 
  [*,1722] P1 9.50319037646324, P2 10.3645590190337, P3 5.44593510184652, P4 5.30750885585755, 
  [*,1723] P1 10.9759963056674, P2 8.44431077634207, P3 5.94146072970067, P4 5.98387537345733, 
  [*,1724] P1 6.81492092855014, P2 8.09961809187449, P3 7.25028627281241, P4 6.50829408797779, 
  [*,1725] P1 8.89847592801996, P2 8.83771558904731, P3 9.34937151381289, P4 6.70435319971018, 
  [*,1726] P1 11.9597232955489, P2 7.09430080210641, P3 7.83079703903599, P4 5.45627176490481, 
  [*,1727] P1 6.90868784190859, P2 6.7439087189269, P3 8.27953131629805, P4 7.30588866702407, 
  [*,1728] P1 7.13914011743995, P2 10.4431825319774, P3 6.87979569119955, P4 6.12049668527452, 
  [*,1729] P1 7.16845065026456, P2 11.4499905345539, P3 8.02730787689202, P4 6.60306979990329, 
  [*,1730] P1 5.40860500395703, P2 6.11688134297638, P3 8.17525736735909, P4 6.22884195245078, 
  [*,1731] P1 5.90096230217411, P2 5.07818266600208, P3 8.78083839325666, P4 6.88043494213991, 
  [*,1732] P1 10.713170859471, P2 6.07461811653367, P3 6.6007707988213, P4 5.83596675932417, 
  [*,1733] P1 10.2718790509697, P2 9.37262107661364, P3 6.1610061121584, P4 5.10319365136524, 
  [*,1734] P1 9.4538152698288, P2 6.79448457983496, P3 8.3353540728888, P4 5.89066466947785, 
  [*,1735] P1 10.2455302668637, P2 7.54966658991463, P3 6.12690177907952, P4 6.63742953439441, 
  [*,1736] P1 5.93303525187611, P2 7.76673896175366, P3 7.23702182764913, P4 6.76234937001175, 
  [*,1737] P1 6.960911238019, P2 7.36692170892177, P3 7.81614130534545, P4 6.61384758862782, 
  [*,1738] P1 7.03131766881526, P2 6.43707234225563, P3 7.18427994492038, P4 6.16485856329295, 
  [*,1739] P1 8.78511470760857, P2 6.48749239816559, P3 8.92387946143256, P4 6.53493845832135, 
  [*,1740] P1 7.77399762032136, P2 5.5559340342921, P3 8.22113574663832, P4 5.93800609492317, 
  [*,1741] P1 5.76343249504747, P2 5.04775631402843, P3 5.18172262493457, P4 6.46008006822274, 
  [*,1742] P1 9.80308132681939, P2 9.04985517411057, P3 5.1423845168092, P4 5.24954149849706, 
  [*,1743] P1 7.74282950897535, P2 7.26650776512946, P3 7.33364521776753, P4 6.07956552071897, 
  [*,1744] P1 9.20861290369531, P2 7.19532449301945, P3 8.73518022544048, P4 6.11218838862861, 
  [*,1745] P1 7.44064313267649, P2 7.74386301936111, P3 9.26597101663271, P4 6.39140322888394, 
  [*,1746] P1 8.79501483645998, P2 5.63612613342408, P3 8.5534283336182, P4 6.22311441293104, 
  [*,1747] P1 10.2441768962212, P2 9.48826288429157, P3 6.79482041039025, P4 5.48394880434024, 
  [*,1748] P1 6.68509343982045, P2 8.53535800839944, P3 8.32056708805828, P4 6.68937060361313, 
  [*,1749] P1 8.32497055659653, P2 10.671487913472, P3 7.23099290062709, P4 5.62420491735318, 
  [*,1750] P1 9.26520832518968, P2 6.96413755716749, P3 8.23901371983265, P4 6.53091773686372, 
  [*,1751] P1 8.5984367730277, P2 7.47474567657347, P3 7.43209797708988, P4 7.01306507508746, 
  [*,1752] P1 7.13834621029525, P2 7.18527481820665, P3 9.18977788121542, P4 6.00389396484818, 
  [*,1753] P1 7.69896830543049, P2 7.44857714489168, P3 6.66513572581946, P4 6.22052065318505, 
  [*,1754] P1 10.6127948311351, P2 6.5246779333318, P3 6.52939389486531, P4 5.88561971767904, 
  [*,1755] P1 5.84838378487339, P2 6.4057899103974, P3 7.81307061449564, P4 6.710747523762, 
  [*,1756] P1 8.10577427968792, P2 8.3446077395261, P3 6.0529111414681, P4 6.65492747898347, 
  [*,1757] P1 11.2917868885644, P2 8.44981424839185, P3 7.47691187056386, P4 5.94215953830545, 
  [*,1758] P1 10.8587448385618, P2 10.9193331823746, P3 5.25084392500601, P4 5.03361933243577, 
  [*,1759] P1 10.2369505324797, P2 5.33749036487917, P3 9.05510987573565, P4 5.87432759610134, 
  [*,1760] P1 5.44630427471984, P2 11.9245619128483, P3 6.08191906558975, P4 6.10680926822197, 
  [*,1761] P1 11.2950692167801, P2 8.7367533837743, P3 6.32652195058097, P4 5.2410198014347, 
  [*,1762] P1 7.33665059795681, P2 7.98059720821965, P3 5.39046900692301, P4 6.41191087113963, 
  [*,1763] P1 6.49723698597417, P2 8.51469055842852, P3 9.28021464666931, P4 6.39432933224197, 
